track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
6i81qFkru6Kj1IEsB7KNp2,0.473,0.348,0.721,7.42e-05,0.283,107.819,2,Upbeat Happy Songs
1cCXT1cErAY6tmIqHbodrt,0.473,0.53,0.812,6.92e-06,0.637,74.732,2,Upbeat Happy Songs
4wcBRRpIfesgcyUtis7PEg,0.473,0.203,0.941,0.0,0.419,168.884,2,Upbeat Happy Songs
4OmFmE0fzcMG6g0Y8p4eSD,0.473,0.579,0.214,0.0,0.255,73.942,2,Upbeat Happy Songs
3IvMYBE7A3c7to1aEcfFJk,0.473,0.824,0.482,0.0,0.374,77.888,2,Upbeat Happy Songs
7r7j12XctfJqZWXsy1Zq9L,0.473,0.493,0.452,0.0,0.465,129.685,2,Upbeat Happy Songs
5hviCr3lgg6LY6noG6DPKs,0.571,0.438,0.534,1.56e-05,0.444,145.948,2,Upbeat Happy Songs
1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,0.453,0.00805,0.216,132.052,2,Upbeat Happy Songs
1CKmI1IQjVEVB3F7VmJmM3,0.571,0.629,0.593,0.000133,0.308,127.907,2,Upbeat Happy Songs
5kiZGSxgqPdv6rbqL9THdd,0.571,0.547,0.704,0.0,0.768,175.933,2,Upbeat Happy Songs
6mb6lVLNrcUgLnEN8QnDJd,0.571,0.307,0.649,0.0,0.108,83.72,2,Upbeat Happy Songs
4D7BCuvgdJlYvlX5WlN54t,0.696,0.39,0.447,1.55e-05,0.395,120.032,2,Upbeat Happy Songs
5CBnWXD8M7e8Q6WubFLtXy,0.696,0.409,0.354,0.0,0.0962,84.652,2,Upbeat Happy Songs
6XHVuErjQ4XNm6nDPVCxVX,0.696,0.454,0.123,0.0,0.136,92.928,2,Upbeat Happy Songs
4vaxvNDaLSoD36iZX515ug,0.821,0.434,0.434,0.0,0.241,120.012,2,Upbeat Happy Songs
5QVVjX0ZItqlVpEuVCM9Yg,0.47,0.494,0.302,0.0,0.0524,144.039,2,Upbeat Happy Songs
7ry34dFOuoK2c5GoYWWsl3,0.47,0.684,0.859,2.78e-05,0.677,81.076,2,Upbeat Happy Songs
