track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
3sckKKIx96cjPXtiqPHCTB,0.601,0.621,0.0374,1.75e-06,0.278,94.547,1,Relaxing Acoustic Tunes
02dRkCEc8Q5ch4TTcnLxOn,0.601,0.794,0.00987,1.36e-06,0.244,114.066,1,Relaxing Acoustic Tunes
1LaBp63783MPDYnE3ohMAN,0.601,0.612,0.0508,0.0,0.517,154.977,1,Relaxing Acoustic Tunes
5Rkbnhwkb6oiqq1HQcXirN,0.601,0.768,0.141,0.0,0.634,152.45,1,Relaxing Acoustic Tunes
6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,0.283,0.143,0.569,185.044,1,Relaxing Acoustic Tunes
3CKHaLayhrEc8e97aHmJ9D,0.851,0.313,0.0667,0.943,0.361,146.291,1,Relaxing Acoustic Tunes
3sA7HKGzcKTVscdiTCrWpX,0.851,0.666,0.139,0.0,0.0585,134.068,1,Relaxing Acoustic Tunes
1dQ84P0W0lOckT02lPEhhP,0.851,0.702,0.0854,0.0,0.179,126.94,1,Relaxing Acoustic Tunes
7lFWfxFAgQ6EPoGxaxPQ3N,0.36,0.863,0.0015,0.0,0.472,160.063,1,Relaxing Acoustic Tunes
0aV5uARAknQgYhBaK944FP,0.485,0.846,0.393,0.00115,0.548,157.918,1,Relaxing Acoustic Tunes
3xXKwkmkrpZmGpIof83xbE,0.485,0.776,0.00225,0.000102,0.26,153.055,1,Relaxing Acoustic Tunes
4FZs0L15auh1bcAWtY9wbP,0.485,0.781,0.000674,2.64e-06,0.189,102.372,1,Relaxing Acoustic Tunes
4ABua0yuWcpTotImEEJTaw,0.485,0.726,0.0603,1.75e-05,0.288,140.781,1,Relaxing Acoustic Tunes
2tQM1BUrXp2kqOM6mN11TC,0.485,0.71,0.0444,0.0,0.473,170.942,1,Relaxing Acoustic Tunes
2oyJMZrw1DGvvkT2NbCZ0Y,0.485,0.701,0.039,0.0,0.613,151.948,1,Relaxing Acoustic Tunes
3qHgGyJY4GpXNOK4WL4NSo,0.485,0.814,0.217,0.0,0.327,159.894,1,Relaxing Acoustic Tunes
5Ja2u1FPlVxrxeMWEa2dcn,0.485,0.656,0.0346,0.0,0.106,140.107,1,Relaxing Acoustic Tunes
6wZI4mdT8JwXgkGURnBQiq,0.485,0.723,0.541,1.12e-06,0.541,167.845,1,Relaxing Acoustic Tunes
